
1255.465288,7739.117205
1255.465857,7739.117741
1255.46504,7739.118813
1255.464088,7739.119485
1255.463364,7739.120589
1255.462406,7739.122587
1255.461504,7739.124503
1255.460687,7739.126802
1255.459957,7739.128799
1255.459015,7739.130985
1255.458744,7739.1332
1255.459342,7739.134355
1255.459543,7739.135914
1255.459434,7739.137911
1255.458069,7739.139492
1255.457706,7739.139747
1255.457748,7739.140004
1255.457531,7739.140205
1255.457416,7739.140504
1255.45705,7739.142896
1255.456379,7739.145122
1255.455887,7739.148172
1255.45564,7739.149948
1255.454959,7739.160312
1255.455056,7739.166042
1255.454945,7739.169264
1255.455594,7739.172169
1255.456529,7739.175025
1255.455984,7739.176591
1255.455076,7739.178024
1255.454107,7739.179137
1255.452883,7739.181495
1255.452779,7739.184007
1255.452535,7739.188138
1255.452035,7739.193575
1255.449359,7739.202237
1255.449281,7739.208477
1255.446772,7739.214806
1255.445484,7739.219662
1255.443419,7739.226099
1255.443156,7739.231362
1255.442849,7739.234527
1255.441229,7739.237598
1255.440179,7739.241446
1255.43875,7739.244162
1255.438126,7739.245912
1255.437647,7739.248269
1255.437281,7739.251383
1255.436849,7739.254826
1255.436446,7739.25702
1255.435825,7739.259377
1255.434709,7739.263173
1255.433582,7739.26659
1255.432225,7739.270125
1255.431325,7739.273689
1255.430954,7739.276574
1255.431181,7739.278266
1255.431573,7739.280547
1255.431214,7739.283484
1255.430084,7739.286777
1255.429106,7739.289573
1255.42831,7739.292129
1255.427638,7739.294928
1255.426748,7739.298226
1255.425659,7739.301639
1255.42516,7739.304255
1255.424273,7739.307388
1255.42303,7739.310298
1255.421793,7739.3127
1255.4213,7739.313223
1255.42083,7739.312643
1255.420701,7739.312773
1255.420451,7739.313789
1255.420143,7739.316333
1255.419324,7739.319429
1255.418663,7739.322878
1255.417393,7739.327122
1255.416122,7739.33157
1255.414999,7739.335776
1255.414106,7739.339118
1255.413301,7739.341515
1255.412746,7739.342784
1255.412486,7739.343282
1255.412042,7739.345008
1255.410993,7739.347468
1255.409274,7739.351368
1255.407752,7739.355523
1255.404373,7739.362441
1255.40191,7739.369753
1255.40041,7739.376312
1255.398877,7739.381754
1255.397398,7739.386604
1255.395986,7739.390807
1255.394227,7739.395705
1255.39231,7739.400277
1255.389915,7739.40564
1255.387999,7739.410467
1255.385827,7739.41564
1255.385316,7739.41723
1255.385268,7739.418544
1255.38516,7739.419082
1255.384969,7739.419816
1255.383998,7739.421459
1255.383781,7739.422263
1255.383305,7739.424486
1255.382977,7739.425044
1255.383335,7739.425217
1255.383502,7739.425144
1255.383199,7739.426305
1255.382707,7739.42831
1255.381516,7739.431012
1255.37969,7739.436084
1255.37742,7739.443567
1255.373731,7739.451126
1255.370714,7739.458305
1255.366951,7739.466428
1255.362853,7739.477602
1255.359809,7739.48612
1255.356511,7739.493408
1255.354827,7739.500004
1255.353184,7739.503404
1255.35254,7739.505941
1255.351906,7739.506937
1255.351539,7739.508079
1255.350548,7739.508978
1255.350559,7739.509024
1255.350738,7739.50888
1255.351012,7739.508772
1255.351331,7739.508765
1255.351284,7739.50891
1255.351109,7739.509152
1255.351217,7739.509302
1255.35103,7739.509874
1255.350167,7739.512642
1255.349045,7739.51645
1255.347617,7739.520981
1255.345679,7739.527068
1255.343253,7739.533184
1255.34015,7739.5417
1255.337099,7739.549881
1255.333075,7739.556831
1255.333351,7739.563924
1255.332827,7739.565436
1255.332309,7739.565633
1255.33099,7739.568432
1255.329521,7739.57273
1255.327609,7739.578093
1255.32512,7739.58454
1255.323584,7739.590221
1255.320613,7739.597884
1255.31758,7739.605117
1255.315867,7739.611908
1255.313911,7739.614845
1255.313626,7739.617956
1255.312726,7739.621446
1255.311609,7739.626491
1255.311142,7739.631184
1255.310229,7739.633631
1255.30971,7739.635439
1255.308953,7739.637699
1255.307756,7739.641153
1255.306715,7739.645103
1255.30565,7739.649694
1255.304672,7739.654277
1255.303765,7739.658862
1255.303437,7739.660162
1255.303625,7739.659632
1255.303763,7739.659326
1255.303917,7739.659278
1255.303937,7739.659156
1255.303972,7739.659104
1255.303929,7739.659165
1255.303592,7739.659915
1255.303068,7739.661094
1255.302649,7739.662093
1255.30218,7739.663493
1255.301314,7739.66606
1255.300259,7739.669909
1255.299175,7739.673951
1255.297804,7739.678484
1255.296551,7739.683413
1255.295507,7739.687943
1255.294524,7739.692503
1255.293669,7739.697294
1255.293166,7739.702036
1255.292974,7739.705123
1255.293124,7739.706436
1255.293197,7739.707704
1255.29371,7739.707709
1255.293713,7739.707516
1255.293655,7739.707338
1255.293442,7739.707078
1255.293349,7739.707089
1255.293079,7739.708473
1255.292684,7739.711319
1255.292391,7739.713094
1255.292237,7739.713747
1255.291748,7739.715668
1255.291403,7739.716972
1255.290848,7739.720589
1255.289801,7739.721816
1255.288788,7739.724645
1255.287781,7739.728875
1255.287084,7739.734466
1255.28555,7739.740002
